film_id,title_clean,description_clean,category_name,language_name,length,Copias_en_inventario
443,"Hurricane affair","A lacklusture epistle of a database administrator and a woman who must meet a hunter in an abandoned mine shaft",Comedy,English,49,7
444,"Hustler party","A emotional reflection of a sumo wrestler and a monkey who must conquer a robot in the sahara desert",Comedy,English,83,8
478,"Jaws harry","A thrilling display of a database administrator and a monkey who must overcome a dog in an abandoned fun house",Comedy,English,112,5
502,"Knock warlock","A unbelieveable story of a teacher and a boat who must confront a moose in a baloon",Comedy,English,71,7
522,"Life twisted","A thrilling reflection of a teacher and a composer who must find a man in the first manned space station",Comedy,English,137,2
524,"Lion uncut","A intrepid display of a pastry chef and a cat who must kill a a shark in ancient china",Comedy,English,50,6
529,"Lonely elephant","A intrepid story of a student and a dog who must challenge a explorer in soviet georgia",Comedy,English,67,4
555,"Mallrats united","A thrilling yarn of a waitress and a dentist who must find a hunter in a monastery",Comedy,English,133,7
568,"Memento zoolander","A touching epistle of a squirrel and a explorer who must redeem a pastry chef in the sahara desert",Comedy,English,77,4
604,"Mulan moon","A emotional saga of a womanizer and a pioneer who must overcome a dentist in a baloon",Comedy,English,160,3
613,"Mystic truman","A epic yarn of a teacher and a hunter who must outgun a explorer in soviet georgia",Comedy,English,92,2
638,"Operation operation","A intrepid character study of a man and a frisbee who must overcome a madman in ancient china",Comedy,English,156,8
657,"Paradise sabrina","A intrepid yarn of a car and a moose who must outrace a crocodile in a manhattan penthouse",Comedy,English,48,6
660,"Party knock","A fateful display of a technical writer and a butler who must battle a sumo wrestler in an abandoned mine shaft",Comedy,English,107,4
672,"Perfect groove","A thrilling yarn of a dog and a dog who must build a husband in a baloon",Comedy,English,82,6
680,"Pinocchio simon","A action-packed reflection of a mad scientist and a a shark who must find a feminist in california",Comedy,English,103,6
704,"Pure runner","A thoughtful documentary of a student and a madman who must challenge a squirrel in a manhattan penthouse",Comedy,English,121,5
754,"Rushmore mermaid","A boring story of a woman and a moose who must reach a husband in a shark tank",Comedy,English,150,2
756,"Saddle antitrust","A stunning epistle of a feminist and a a shark who must battle a woman in an abandoned fun house",Comedy,English,80,3
765,"Saturn name","A fateful epistle of a butler and a boy who must redeem a teacher in berlin",Comedy,English,182,4
774,"Searchers wait","A fast-paced tale of a car and a mad scientist who must kill a womanizer in ancient japan",Comedy,English,182,4
814,"Snatch slipper","A insightful panorama of a woman and a feminist who must defeat a forensic psychologist in berlin",Comedy,English,110,7
837,"Stage world","A lacklusture panorama of a woman and a frisbee who must chase a crocodile in a jet boat",Comedy,English,85,3
857,"Strictly scarface","A touching reflection of a crocodile and a dog who must chase a hunter in an abandoned fun house",Comedy,English,144,7
858,"Submarine bed","A amazing display of a car and a monkey who must fight a teacher in soviet georgia",Comedy,English,127,4
871,"Sweden shining","A taut documentary of a car and a robot who must conquer a boy in the canadian rockies",Comedy,English,176,5
905,"Trainspotting strangers","A fast-paced drama of a pioneer and a mad cow who must challenge a madman in ancient japan",Comedy,English,132,3
906,"Tramp others","A brilliant display of a composer and a cat who must succumb a a shark in ancient india",Comedy,English,171,5
932,"Valley packer","A astounding documentary of a astronaut and a boy who must outrace a sumo wrestler in berlin",Comedy,English,73,4
938,"Velvet terminator","A lacklusture tale of a pastry chef and a technical writer who must confront a crocodile in an abandoned amusement park",Comedy,English,173,6
939,"Vertigo northwest","A unbelieveable display of a mad scientist and a mad scientist who must outgun a mad cow in ancient japan",Comedy,English,90,4
978,"Wisdom worker","A unbelieveable saga of a forensic psychologist and a student who must face a squirrel in the first manned space station",Comedy,English,98,3
1000,"Zorro ark","A intrepid panorama of a mad scientist and a boy who must redeem a boy in a monastery",Comedy,English,50,8
1,"Academy dinosaur","A epic drama of a feminist and a mad scientist who must battle a teacher in the canadian rockies",Documentary,English,86,8
3,"Adaptation holes","A astounding reflection of a lumberjack and a car who must sink a lumberjack in a baloon factory",Documentary,English,50,4
40,"Army flintstones","A boring saga of a database administrator and a womanizer who must battle a waitress in nigeria",Documentary,English,148,4
58,"Beach heartbreakers","A fateful display of a womanizer and a mad scientist who must outgun a a shark in soviet georgia",Documentary,English,122,4
62,"Bed highball","A astounding panorama of a lumberjack and a dog who must redeem a woman in an abandoned fun house",Documentary,English,106,2
72,"Bill others","A stunning saga of a mad scientist and a forensic psychologist who must challenge a squirrel in a mysql convention",Documentary,English,93,6
85,"Bonnie holocaust","A fast-paced story of a crocodile and a robot who must find a moose in ancient japan",Documentary,English,63,4
101,"Brotherhood blanket","A fateful character study of a butler and a technical writer who must sink a astronaut in ancient japan",Documentary,English,73,6
129,"Cause date","A taut tale of a explorer and a pastry chef who must conquer a hunter in a mysql convention",Documentary,English,179,6
142,"Chicken hellfighters","A emotional drama of a dog and a explorer who must outrace a technical writer in australia",Documentary,English,122,5
150,"Cider desire","A stunning character study of a composer and a mad cow who must succumb a cat in soviet georgia",Documentary,English,101,6
156,"Clerks angels","A thrilling display of a sumo wrestler and a girl who must confront a man in a baloon",Documentary,English,164,2
164,"Coast rainbow","A astounding documentary of a mad cow and a pioneer who must challenge a butler in the sahara desert",Documentary,English,55,5
199,"Cupboard sinners","A emotional reflection of a frisbee and a boat who must reach a pastry chef in an abandoned amusement park",Documentary,English,56,8
206,"Dancing fever","A stunning story of a explorer and a forensic psychologist who must face a crocodile in a shark tank",Documentary,English,144,8
219,"Deep crusade","A amazing tale of a crocodile and a squirrel who must discover a composer in australia",Documentary,English,51,4
248,"Dozen lion","A taut drama of a cat and a girl who must defeat a frisbee in the canadian rockies",Documentary,English,177,2
261,"Duffel apocalypse","A emotional display of a boat and a explorer who must challenge a madman in a mysql convention",Documentary,English,171,2
274,"Egg igby","A beautiful documentary of a boat and a sumo wrestler who must succumb a database administrator in the first manned space station",Documentary,English,67,7
295,"Expendable stallion","A amazing character study of a mad cow and a squirrel who must discover a hunter in a u-boat",Documentary,English,97,8
336,"French holiday","A thrilling epistle of a dog and a feminist who must kill a madman in berlin",Documentary,English,99,5
393,"Halloween nuts","A amazing panorama of a forensic psychologist and a technical writer who must fight a dentist in a u-boat",Documentary,English,47,2
400,"Hardly robbers","A emotional character study of a hunter and a car who must kill a woman in berlin",Documentary,English,72,2
407,"Hawk chill","A action-packed drama of a mad scientist and a composer who must outgun a car in australia",Documentary,English,47,2
412,"Heavyweights beast","A unbelieveable story of a composer and a dog who must overcome a womanizer in an abandoned amusement park",Documentary,English,102,8
427,"Homeward cider","A taut reflection of a astronaut and a squirrel who must fight a squirrel in a manhattan penthouse",Documentary,English,103,4
441,"Hunter alter","A emotional drama of a mad cow and a boat who must redeem a secret agent in a shark tank",Documentary,English,125,2
457,"Independence hotel","A thrilling tale of a technical writer and a boy who must face a pioneer in a monastery",Documentary,English,157,6
466,"Intolerable intentions","A awe-inspiring story of a monkey and a pastry chef who must succumb a womanizer in a mysql convention",Documentary,English,63,2
544,"Madison trap","A awe-inspiring reflection of a monkey and a dentist who must overcome a pioneer in a u-boat",Documentary,English,147,4
552,"Majestic floats","A thrilling character study of a moose and a student who must escape a butler in the first manned space station",Documentary,English,130,4
571,"Metal armageddon","A thrilling display of a lumberjack and a crocodile who must meet a monkey in a baloon factory",Documentary,English,161,6
575,"Midsummer groundhog","A fateful panorama of a moose and a dog who must chase a crocodile in ancient japan",Documentary,English,48,6
576,"Mighty luck","A astounding epistle of a mad scientist and a pioneer who must escape a database administrator in a mysql convention",Documentary,English,122,3
587,"Mod secretary","A boring documentary of a mad cow and a cat who must build a lumberjack in new orleans",Documentary,English,77,3
589,"Modern dorado","A awe-inspiring story of a butler and a sumo wrestler who must redeem a boy in new orleans",Documentary,English,74,4
616,"National story","A taut epistle of a mad scientist and a girl who must escape a monkey in california",Documentary,English,92,6
622,"Newsies story","A action-packed character study of a dog and a lumberjack who must outrace a moose in the gulf of mexico",Documentary,English,159,2
627,"North tequila","A beautiful character study of a mad cow and a robot who must reach a womanizer in new orleans",Documentary,English,67,3
629,"Notorious reunion","A amazing epistle of a woman and a squirrel who must fight a hunter in a baloon",Documentary,English,128,4
650,"Pacific amistad","A thrilling yarn of a dog and a moose who must kill a pastry chef in a manhattan penthouse",Documentary,English,144,6
670,"Pelican comforts","A epic documentary of a boy and a monkey who must pursue a astronaut in berlin",Documentary,English,48,7
687,"Pocus pulp","A intrepid yarn of a frisbee and a dog who must build a astronaut in a baloon factory",Documentary,English,138,7
698,"Princess giant","A thrilling yarn of a pastry chef and a monkey who must battle a monkey in a shark tank",Documentary,English,71,7
708,"Quills bull","A thoughtful story of a pioneer and a woman who must reach a moose in australia",Documentary,English,112,4
734,"Road roxanne","A boring character study of a waitress and a astronaut who must fight a crocodile in ancient japan",Documentary,English,158,6
757,"Sagebrush clueless","A insightful story of a lumberjack and a hunter who must kill a boy in ancient japan",Documentary,English,106,5
776,"Secret groundhog","A astounding story of a cat and a database administrator who must build a technical writer in new orleans",Documentary,English,90,5
788,"Ship wonderland","A thrilling saga of a monkey and a frisbee who must escape a explorer in the outback",Documentary,English,104,4
791,"Show lord","A fanciful saga of a student and a girl who must find a butler in ancient japan",Documentary,English,167,6
812,"Smoking barbarella","A lacklusture saga of a mad cow and a mad scientist who must sink a cat in a mysql convention",Documentary,English,50,6
834,"Spoilers hellfighters","A fanciful story of a technical writer and a squirrel who must defeat a dog in the gulf of mexico",Documentary,English,151,3
855,"Streak ridgemont","A astounding character study of a hunter and a waitress who must sink a man in new orleans",Documentary,English,132,4
888,"Thin sagebrush","A emotional drama of a husband and a lumberjack who must build a cat in ancient india",Documentary,English,53,4
925,"United pilot","A fast-paced reflection of a cat and a mad cow who must fight a car in the sahara desert",Documentary,English,164,5
926,"Untouchables sunrise","A amazing documentary of a woman and a astronaut who must outrace a teacher in an abandoned fun house",Documentary,English,120,2
945,"Virginian pluto","A emotional panorama of a dentist and a crocodile who must meet a boy in berlin",Documentary,English,164,8
952,"Wagon jaws","A intrepid drama of a moose and a boat who must kill a explorer in a manhattan penthouse",Documentary,English,152,3
960,"Wars pluto","A taut reflection of a teacher and a database administrator who must chase a madman in the sahara desert",Documentary,English,128,3
966,"Wedding apollo","A action-packed tale of a student and a waitress who must conquer a lumberjack in an abandoned mine shaft",Documentary,English,70,6
973,"Wife turn","A awe-inspiring epistle of a teacher and a feminist who must confront a pioneer in ancient japan",Documentary,English,183,8
992,"Wrath mile","A intrepid reflection of a technical writer and a hunter who must defeat a sumo wrestler in a monastery",Documentary,English,176,4
996,"Young language","A unbelieveable yarn of a boat and a database administrator who must meet a boy in the first manned space station",Documentary,English,183,2
61,"Beauty grease","A fast-paced display of a composer and a moose who must sink a robot in an abandoned mine shaft",Drama,English,175,6
64,"Beethoven exorcist","A epic display of a pioneer and a student who must challenge a butler in the gulf of mexico",Drama,English,151,3
79,"Blade polish","A thoughtful character study of a frisbee and a pastry chef who must fight a dentist in the first manned space station",Drama,English,114,6
98,"Bright encounters","A fateful yarn of a lumberjack and a feminist who must conquer a student in a jet boat",Drama,English,73,3
107,"Bunch minds","A emotional story of a feminist and a feminist who must escape a pastry chef in a mysql convention",Drama,English,63,2
143,"Chill luck","A lacklusture epistle of a boat and a technical writer who must fight a a shark in the canadian rockies",Drama,English,142,7
146,"Chitty lock","A boring epistle of a boat and a database administrator who must kill a sumo wrestler in the first manned space station",Drama,English,107,3
172,"Coneheads smoochy","A touching story of a womanizer and a composer who must pursue a husband in nigeria",Drama,English,112,7
173,"Confessions maguire","A insightful story of a car and a boy who must battle a technical writer in a baloon",Drama,English,65,5
179,"Conquerer nuts","A taut drama of a mad scientist and a man who must escape a pioneer in an abandoned mine shaft",Drama,English,173,4
186,"Craft outfield","A lacklusture display of a explorer and a hunter who must succumb a database administrator in a baloon factory",Drama,English,64,4
204,"Dalmations sweden","A emotional epistle of a moose and a hunter who must overcome a robot in a manhattan penthouse",Drama,English,106,6
209,"Darkness war","A touching documentary of a husband and a hunter who must escape a boy in the sahara desert",Drama,English,99,4
218,"Deceiver betrayed","A taut story of a moose and a squirrel who must build a husband in ancient india",Drama,English,122,7
225,"Destination jerk","A beautiful yarn of a teacher and a cat who must build a car in a u-boat",Drama,English,76,3
230,"Diary panic","A thoughtful character study of a frisbee and a mad cow who must outgun a man in ancient india",Drama,English,107,2
272,"Edge kissing","A beautiful yarn of a composer and a mad cow who must redeem a mad scientist in a jet boat",Drama,English,153,4
282,"Encounters curtain","A insightful epistle of a pastry chef and a womanizer who must build a boat in new orleans",Drama,English,92,6
366,"Goldfinger sensibility","A insightful drama of a mad scientist and a hunter who must defeat a pastry chef in new orleans",Drama,English,93,7
368,"Gone trouble","A insightful character study of a mad cow and a forensic psychologist who must conquer a a shark in a manhattan penthouse",Drama,English,84,2
379,"Greedy roots","A amazing reflection of a a shark and a butler who must chase a hunter in the canadian rockies",Drama,English,166,4
396,"Hanging deep","A action-packed yarn of a boat and a crocodile who must build a monkey in berlin",Drama,English,62,4
401,"Harold french","A stunning saga of a sumo wrestler and a student who must outrace a moose in the sahara desert",Drama,English,168,2
403,"Harry idaho","A taut yarn of a technical writer and a feminist who must outrace a dog in california",Drama,English,121,8
418,"Hobbit alien","A emotional drama of a husband and a girl who must outgun a composer in the first manned space station",Drama,English,157,8
439,"Hunchback impossible","A touching yarn of a frisbee and a dentist who must fight a composer in ancient japan",Drama,English,151,6
473,"Jacket frisco","A insightful reflection of a womanizer and a husband who must conquer a pastry chef in a baloon",Drama,English,181,5
504,"Kwai homeward","A amazing drama of a car and a squirrel who must pursue a car in soviet georgia",Drama,English,46,6
514,"Lebowski soldiers","A beautiful epistle of a secret agent and a pioneer who must chase a astronaut in ancient china",Drama,English,69,6
521,"Lies treatment","A fast-paced character study of a dentist and a moose who must defeat a composer in the first manned space station",Drama,English,147,7
539,"Luck opus","A boring display of a moose and a squirrel who must outrace a teacher in a shark tank",Drama,English,152,2
585,"Mob duffel","A unbelieveable documentary of a frisbee and a boat who must meet a boy in the canadian rockies",Drama,English,105,4
618,"Necklace outbreak","A astounding epistle of a database administrator and a mad scientist who must pursue a cat in california",Drama,English,132,4
630,"Notting speakeasy","A thoughtful display of a butler and a womanizer who must find a waitress in the canadian rockies",Drama,English,48,3
643,"Orient closer","A astounding epistle of a technical writer and a teacher who must fight a squirrel in the sahara desert",Drama,English,118,6
662,"Paths control","A astounding documentary of a butler and a cat who must find a frisbee in ancient china",Drama,English,118,4
666,"Paycheck wait","A awe-inspiring reflection of a boy and a man who must discover a moose in the sahara desert",Drama,English,145,5
683,"Pity bound","A boring panorama of a feminist and a moose who must defeat a database administrator in nigeria",Drama,English,60,8
706,"Queen luke","A astounding story of a girl and a boy who must challenge a composer in new orleans",Drama,English,163,6
709,"Racer egg","A emotional display of a monkey and a waitress who must reach a secret agent in california",Drama,English,147,6
728,"Reunion witches","A unbelieveable documentary of a database administrator and a frisbee who must redeem a mad scientist in a baloon factory",Drama,English,63,5
739,"Rocky war","A fast-paced display of a squirrel and a explorer who must outgun a mad scientist in nigeria",Drama,English,145,5
758,"Saints bride","A fateful tale of a technical writer and a composer who must pursue a explorer in the gulf of mexico",Drama,English,125,3
766,"Savannah town","A awe-inspiring tale of a astronaut and a database administrator who must chase a secret agent in the gulf of mexico",Drama,English,84,3
771,"Scorpion apollo","A awe-inspiring documentary of a technical writer and a husband who must meet a monkey in an abandoned fun house",Drama,English,137,7
772,"Sea virgin","A fast-paced documentary of a technical writer and a pastry chef who must escape a moose in a u-boat",Drama,English,80,6
775,"Seattle expecations","A insightful reflection of a crocodile and a sumo wrestler who must meet a technical writer in the sahara desert",Drama,English,110,5
790,"Shootist superfly","A fast-paced story of a crocodile and a a shark who must sink a pioneer in berlin",Drama,English,67,7
803,"Slacker liaisons","A fast-paced tale of a a shark and a student who must meet a crocodile in ancient china",Drama,English,179,6
818,"Something duck","A boring character study of a car and a husband who must outgun a frisbee in the first manned space station",Drama,English,180,5
827,"Spice sorority","A fateful display of a pioneer and a hunter who must defeat a husband in an abandoned mine shaft",Drama,English,141,6
882,"Tenenbaums command","A taut display of a pioneer and a man who must reach a girl in the gulf of mexico",Drama,English,99,4
897,"Torque bound","A emotional display of a crocodile and a husband who must reach a man in ancient japan",Drama,English,179,8
907,"Translation summer","A touching reflection of a man and a monkey who must pursue a womanizer in a mysql convention",Drama,English,168,4
910,"Treatment jekyll","A boring story of a teacher and a student who must outgun a cat in an abandoned mine shaft",Drama,English,87,2
923,"Unfaithful kill","A taut documentary of a waitress and a mad scientist who must battle a technical writer in new orleans",Drama,English,78,3
942,"Vietnam smoochy","A lacklusture display of a butler and a man who must sink a explorer in soviet georgia",Drama,English,174,4
944,"Virgin daisy","A awe-inspiring documentary of a robot and a mad scientist who must reach a database administrator in a shark tank",Drama,English,179,5
958,"Wardrobe phantom","A action-packed display of a mad cow and a astronaut who must kill a car in ancient india",Drama,English,178,6
969,"West lion","A intrepid drama of a butler and a lumberjack who must challenge a database administrator in a manhattan penthouse",Drama,English,159,4
979,"Witches panic","A awe-inspiring drama of a secret agent and a hunter who must fight a moose in nigeria",Drama,English,100,7
5,"African egg","A fast-paced documentary of a pastry chef and a dentist who must pursue a forensic psychologist in the gulf of mexico",Family,English,130,3
31,"Apache divine","A awe-inspiring reflection of a pastry chef and a teacher who must overcome a sumo wrestler in a u-boat",Family,English,92,8
43,"Atlantis cause","A thrilling yarn of a feminist and a hunter who must fight a technical writer in a shark tank",Family,English,170,7
50,"Baked cleopatra","A stunning drama of a forensic psychologist and a husband who must overcome a waitress in a monastery",Family,English,182,5
53,"Bang kwai","A epic drama of a madman and a cat who must face a a shark in an abandoned amusement park",Family,English,87,2
63,"Bedazzled married","A astounding character study of a madman and a robot who must meet a mad scientist in an abandoned fun house",Family,English,73,4
71,"Bilko anonymous","A emotional reflection of a teacher and a man who must meet a cat in the first manned space station",Family,English,100,4
80,"Blanket beverly","A emotional documentary of a student and a girl who must build a boat in nigeria",Family,English,148,4
82,"Blood argonauts","A boring drama of a explorer and a man who must kill a lumberjack in a manhattan penthouse",Family,English,71,2
83,"Blues instinct","A insightful documentary of a boat and a composer who must meet a forensic psychologist in an abandoned fun house",Family,English,50,5
94,"Braveheart human","A insightful story of a dog and a pastry chef who must battle a girl in berlin",Family,English,176,2
139,"Chasing fight","A astounding saga of a technical writer and a butler who must battle a butler in a shark tank",Family,English,114,6
145,"Chisum behavior","A epic documentary of a sumo wrestler and a butler who must kill a car in ancient india",Family,English,124,3
147,"Chocolat harry","A action-packed epistle of a dentist and a moose who must meet a mad cow in ancient japan",Family,English,101,6
175,"Confused candles","A stunning epistle of a cat and a forensic psychologist who must confront a pioneer in a baloon",Family,English,122,5
183,"Conversation downhill","A taut character study of a husband and a waitress who must sink a squirrel in a mysql convention",Family,English,112,6
213,"Date speed","A touching saga of a composer and a moose who must discover a dentist in a mysql convention",Family,English,104,4
231,"Dinosaur secretary","A action-packed drama of a feminist and a girl who must reach a robot in the canadian rockies",Family,English,63,8
262,"Dumbo lust","A touching display of a feminist and a dentist who must conquer a husband in the gulf of mexico",Family,English,119,2
269,"Earring instinct","A stunning character study of a dentist and a mad cow who must find a teacher in nigeria",Family,English,98,6
273,"Effect gladiator","A beautiful display of a pastry chef and a pastry chef who must outgun a forensic psychologist in a manhattan penthouse",Family,English,107,7
309,"Feud frogmen","A brilliant reflection of a database administrator and a mad cow who must chase a woman in the canadian rockies",Family,English,98,6
315,"Finding anaconda","A fateful tale of a database administrator and a girl who must battle a squirrel in new orleans",Family,English,156,3
345,"Gables metropolis","A fateful display of a cat and a pioneer who must challenge a pastry chef in a baloon factory",Family,English,161,5
348,"Gandhi kwai","A thoughtful display of a mad scientist and a secret agent who must chase a boat in berlin",Family,English,86,4
377,"Grease youth","A emotional panorama of a secret agent and a waitress who must escape a composer in soviet georgia",Family,English,135,6
391,"Half outfield","A epic epistle of a database administrator and a crocodile who must face a madman in a jet boat",Family,English,146,7
428,"Homicide peach","A astounding documentary of a hunter and a boy who must confront a boy in a mysql convention",Family,English,141,6
437,"House dynamite","A taut story of a pioneer and a squirrel who must battle a student in soviet georgia",Family,English,109,6
442,"Hunting musketeers","A thrilling reflection of a pioneer and a dentist who must outrace a womanizer in an abandoned mine shaft",Family,English,65,3
458,"Indian love","A insightful saga of a mad scientist and a mad scientist who must kill a astronaut in an abandoned fun house",Family,English,135,6
476,"Jason trap","A thoughtful tale of a woman and a a shark who must conquer a dog in a monastery",Family,English,130,7
479,"Jedi beneath","A astounding reflection of a explorer and a dentist who must pursue a student in nigeria",Family,English,128,5
498,"Killer innocent","A fanciful character study of a student and a explorer who must succumb a composer in an abandoned mine shaft",Family,English,161,2
499,"King evolution","A action-packed tale of a boy and a lumberjack who must chase a madman in a baloon",Family,English,184,2
528,"Lolita world","A thrilling drama of a girl and a robot who must redeem a waitress in an abandoned mine shaft",Family,English,155,3
534,"Louisiana harry","A lacklusture drama of a girl and a technical writer who must redeem a monkey in a shark tank",Family,English,70,5
550,"Maguire apache","A fast-paced reflection of a waitress and a hunter who must defeat a forensic psychologist in a baloon",Family,English,74,3
557,"Manchurian curtain","A stunning tale of a mad cow and a boy who must battle a boy in berlin",Family,English,177,5
603,"Movie shakespeare","A insightful display of a database administrator and a student who must build a hunter in berlin",Family,English,53,6
610,"Music boondock","A thrilling tale of a butler and a astronaut who must battle a explorer in the first manned space station",Family,English,129,5
617,"Natural stock","A fast-paced story of a sumo wrestler and a girl who must defeat a car in a baloon factory",Family,English,50,3
621,"Network peak","A unbelieveable reflection of a butler and a boat who must outgun a mad scientist in california",Family,English,75,8
634,"Odds boogie","A thrilling yarn of a feminist and a madman who must battle a hunter in berlin",Family,English,48,4
639,"Opposite necklace","A fateful epistle of a crocodile and a moose who must kill a explorer in nigeria",Family,English,92,3
679,"Pilot hoosiers","A awe-inspiring reflection of a crocodile and a sumo wrestler who must meet a forensic psychologist in an abandoned mine shaft",Family,English,50,4
682,"Pittsburgh hunchback","A thrilling epistle of a boy and a boat who must find a student in soviet georgia",Family,English,134,3
695,"President bang","A fateful panorama of a technical writer and a moose who must battle a robot in soviet georgia",Family,English,144,2
700,"Prix undefeated","A stunning saga of a mad scientist and a boat who must overcome a dentist in ancient china",Family,English,115,3
710,"Rage games","A fast-paced saga of a astronaut and a secret agent who must escape a hunter in an abandoned amusement park",Family,English,120,6
715,"Range moonwalker","A insightful documentary of a hunter and a dentist who must confront a crocodile in a baloon",Family,English,147,7
724,"Remember diary","A insightful tale of a technical writer and a waitress who must conquer a monkey in ancient india",Family,English,110,6
727,"Resurrection silverado","A epic yarn of a robot and a explorer who must challenge a girl in a mysql convention",Family,English,117,5
736,"Robbery bright","A taut reflection of a robot and a squirrel who must fight a boat in ancient japan",Family,English,134,4
753,"Rush goodfellas","A emotional display of a man and a dentist who must challenge a squirrel in australia",Family,English,48,8
778,"Secrets paradise","A fateful saga of a cat and a frisbee who must kill a girl in a manhattan penthouse",Family,English,109,6
780,"Sensibility rear","A emotional tale of a robot and a sumo wrestler who must redeem a pastry chef in a baloon factory",Family,English,98,3
795,"Siege madre","A boring tale of a frisbee and a crocodile who must vanquish a moose in an abandoned mine shaft",Family,English,111,4
810,"Slums duck","A amazing character study of a teacher and a database administrator who must defeat a waitress in a jet boat",Family,English,147,7
822,"Soup wisdom","A fast-paced display of a robot and a butler who must defeat a butler in a mysql convention",Family,English,169,2
824,"Spartacus cheaper","A thrilling panorama of a pastry chef and a secret agent who must overcome a student in a manhattan penthouse",Family,English,52,4
829,"Spinal rocky","A lacklusture epistle of a sumo wrestler and a squirrel who must defeat a explorer in california",Family,English,138,5
832,"Splash gump","A taut saga of a crocodile and a boat who must conquer a hunter in a shark tank",Family,English,175,4
866,"Sunset racer","A awe-inspiring reflection of a astronaut and a a shark who must defeat a forensic psychologist in california",Family,English,48,2
867,"Super wyoming","A action-packed saga of a pastry chef and a explorer who must discover a a shark in the outback",Family,English,58,4
946,"Virtual spoilers","A fateful tale of a database administrator and a squirrel who must discover a student in soviet georgia",Family,English,144,4
975,"Willow tracy","A brilliant panorama of a boat and a astronaut who must challenge a teacher in a manhattan penthouse",Family,English,137,5
6,"Agent truman","A intrepid panorama of a robot and a boy who must escape a sumo wrestler in ancient china",Foreign,English,169,6
11,"Alamo videotape","A boring epistle of a butler and a cat who must fight a pastry chef in a mysql convention",Foreign,English,126,7
15,"Alien center","A brilliant drama of a cat and a mad scientist who must battle a feminist in a mysql convention",Foreign,English,46,6
16,"Alley evolution","A fast-paced drama of a robot and a composer who must battle a astronaut in new orleans",Foreign,English,180,4
47,"Baby hall","A boring character study of a a shark and a girl who must outrace a feminist in an abandoned mine shaft",Foreign,English,153,2
52,"Ballroom mockingbird","A thrilling documentary of a composer and a monkey who must find a feminist in california",Foreign,English,173,2
100,"Brooklyn desert","A beautiful drama of a dentist and a composer who must battle a sumo wrestler in the first manned space station",Foreign,English,161,6
104,"Bugsy song","A awe-inspiring character study of a secret agent and a boat who must find a squirrel in the first manned space station",Foreign,English,119,3
112,"Calendar gunfight","A thrilling drama of a frisbee and a lumberjack who must sink a man in nigeria",Foreign,English,120,7
170,"Command darling","A awe-inspiring tale of a forensic psychologist and a woman who must challenge a database administrator in ancient japan",Foreign,English,120,6
185,"Cowboy doom","A astounding drama of a boy and a lumberjack who must fight a butler in a baloon",Foreign,English,146,2
201,"Cyclone family","A lacklusture drama of a student and a monkey who must sink a womanizer in a mysql convention",Foreign,English,176,4
207,"Dangerous uptown","A unbelieveable story of a mad scientist and a woman who must overcome a dog in california",Foreign,English,121,4
246,"Doubtfire labyrinth","A intrepid panorama of a butler and a composer who must meet a mad cow in the sahara desert",Foreign,English,154,3
290,"Everyone craft","A fateful display of a waitress and a dentist who must reach a butler in nigeria",Foreign,English,163,3
311,"Fiction christmas","A emotional yarn of a a shark and a student who must battle a robot in an abandoned mine shaft",Foreign,English,72,7
337,"Frida slipper","A fateful story of a lumberjack and a car who must escape a boat in an abandoned mine shaft",Foreign,English,73,4
353,"Gentlemen stage","A awe-inspiring reflection of a monkey and a student who must overcome a dentist in the first manned space station",Foreign,English,125,6
376,"Grapes fury","A boring yarn of a mad cow and a sumo wrestler who must meet a robot in australia",Foreign,English,155,7
380,"Greek everyone","A stunning display of a butler and a teacher who must confront a a shark in the first manned space station",Foreign,English,176,5
399,"Happiness united","A action-packed panorama of a husband and a feminist who must meet a forensic psychologist in ancient japan",Foreign,English,100,2
414,"Hellfighters sierra","A taut reflection of a a shark and a dentist who must battle a boat in soviet georgia",Foreign,English,75,6
416,"Highball potter","A action-packed saga of a husband and a dog who must redeem a database administrator in the sahara desert",Foreign,English,110,6
421,"Holiday games","A insightful reflection of a waitress and a madman who must pursue a boy in ancient japan",Foreign,English,78,4
431,"Hoosiers birdcage","A astounding display of a explorer and a boat who must vanquish a car in the first manned space station",Foreign,English,176,3
435,"Hotel happiness","A thrilling yarn of a pastry chef and a a shark who must challenge a mad scientist in the outback",Foreign,English,181,2
440,"Hunger roof","A unbelieveable yarn of a student and a database administrator who must outgun a husband in an abandoned mine shaft",Foreign,English,105,4
452,"Illusion amelie","A emotional epistle of a boat and a mad scientist who must outrace a robot in an abandoned mine shaft",Foreign,English,122,4
455,"Impossible prejudice","A awe-inspiring yarn of a monkey and a hunter who must chase a teacher in ancient china",Foreign,English,103,4
459,"Informer double","A action-packed display of a woman and a dentist who must redeem a forensic psychologist in the canadian rockies",Foreign,English,74,2
460,"Innocent usual","A beautiful drama of a pioneer and a crocodile who must challenge a student in the outback",Foreign,English,178,8
467,"Intrigue worst","A fanciful character study of a explorer and a mad scientist who must vanquish a squirrel in a jet boat",Foreign,English,181,7
486,"Jet neighbors","A amazing display of a lumberjack and a teacher who must outrace a woman in a u-boat",Foreign,English,59,6
493,"Kane exorcist","A epic documentary of a composer and a robot who must overcome a car in berlin",Foreign,English,92,3
500,"Kiss glory","A lacklusture reflection of a girl and a husband who must find a robot in the canadian rockies",Foreign,English,163,8
